pdb,path,url,protein,virus,method,resolution,rmsd,rwork,rfree
7v78,pdb/surface_glycoprotein/SARS-CoV-2/7v78,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v78,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7dx9,pdb/surface_glycoprotein/SARS-CoV-2/7dx9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dx9,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7det,pdb/surface_glycoprotein/SARS-CoV-2/7det,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7det,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.212,0.2599
7p7a,pdb/surface_glycoprotein/SARS-CoV-2/7p7a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7p7a,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.76,,,
7n1u,pdb/surface_glycoprotein/SARS-CoV-2/7n1u,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1u,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.14,,,
7mzi,pdb/surface_glycoprotein/SARS-CoV-2/7mzi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzi,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.85,,0.174,0.2075
7ldj,pdb/surface_glycoprotein/SARS-CoV-2/7ldj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ldj,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.36,,0.2103,0.2681
7n1a,pdb/surface_glycoprotein/SARS-CoV-2/7n1a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1a,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.065,,0.1968,0.2407
7vnc,pdb/surface_glycoprotein/SARS-CoV-2/7vnc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7vnc,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.7,,,
7m8s,pdb/surface_glycoprotein/SARS-CoV-2/7m8s,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m8s,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.35,,0.1971,0.2475
7m71,pdb/surface_glycoprotein/SARS-CoV-2/7m71,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m71,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.66,,,
7n4m,pdb/surface_glycoprotein/SARS-CoV-2/7n4m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4m,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.57,,0.2575,0.3168
7efp,pdb/surface_glycoprotein/SARS-CoV-2/7efp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7efp,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.69,,0.1838,0.2242
7v26,pdb/surface_glycoprotein/SARS-CoV-2/7v26,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v26,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.85,,,
7sbl,pdb/surface_glycoprotein/SARS-CoV-2/7sbl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7sbl,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7mjk,pdb/surface_glycoprotein/SARS-CoV-2/7mjk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mjk,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.73,,,
7sbk,pdb/surface_glycoprotein/SARS-CoV-2/7sbk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7sbk,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.1,,,
7fg3,pdb/surface_glycoprotein/SARS-CoV-2/7fg3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7fg3,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7dx8,pdb/surface_glycoprotein/SARS-CoV-2/7dx8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dx8,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.9,,,
7eh5,pdb/surface_glycoprotein/SARS-CoV-2/7eh5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eh5,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.0,,,
7lxx,pdb/surface_glycoprotein/SARS-CoV-2/7lxx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lxx,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7n4j,pdb/surface_glycoprotein/SARS-CoV-2/7n4j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n4j,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.172,0.2069
7lwi,pdb/surface_glycoprotein/SARS-CoV-2/7lwi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lwi,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.07,,,
7dx6,pdb/surface_glycoprotein/SARS-CoV-2/7dx6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dx6,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7v85,pdb/surface_glycoprotein/SARS-CoV-2/7v85,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v85,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7n8h,pdb/surface_glycoprotein/SARS-CoV-2/7n8h,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n8h,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.3,,,
7m6d,pdb/surface_glycoprotein/SARS-CoV-2/7m6d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m6d,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.0,,0.2185,0.2591
7v82,pdb/surface_glycoprotein/SARS-CoV-2/7v82,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v82,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7olz,pdb/surface_glycoprotein/SARS-CoV-2/7olz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7olz,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.75,,0.1757,0.2092
7e5o,pdb/surface_glycoprotein/SARS-CoV-2/7e5o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e5o,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.8,,0.2262,0.2562
7n1t,pdb/surface_glycoprotein/SARS-CoV-2/7n1t,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1t,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.11,,,
7v80,pdb/surface_glycoprotein/SARS-CoV-2/7v80,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v80,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7ekf,pdb/surface_glycoprotein/SARS-CoV-2/7ekf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekf,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.85,,0.2081,0.2238
7oap,pdb/surface_glycoprotein/SARS-CoV-2/7oap,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oap,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1802,0.204
7ekg,pdb/surface_glycoprotein/SARS-CoV-2/7ekg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekg,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.63,,0.2138,0.2484
7l4z,pdb/surface_glycoprotein/SARS-CoV-2/7l4z,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l4z,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.96,,0.2566,0.2816
7ly2,pdb/surface_glycoprotein/SARS-CoV-2/7ly2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ly2,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.5,,,
7m7b,pdb/surface_glycoprotein/SARS-CoV-2/7m7b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m7b,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.95,,,
7e8m,pdb/surface_glycoprotein/SARS-CoV-2/7e8m,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e8m,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.09,,0.1689,0.1986
7fdk,pdb/surface_glycoprotein/SARS-CoV-2/7fdk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7fdk,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.69,,,
7l2e,pdb/surface_glycoprotein/SARS-CoV-2/7l2e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l2e,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.97,,,
7ly3,pdb/surface_glycoprotein/SARS-CoV-2/7ly3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ly3,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.0,,0.2085,0.2339
7mzh,pdb/surface_glycoprotein/SARS-CoV-2/7mzh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzh,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.2199,0.2653
7my2,pdb/surface_glycoprotein/SARS-CoV-2/7my2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7my2,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.65,,,
7n3i,pdb/surface_glycoprotein/SARS-CoV-2/7n3i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n3i,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.03,,0.179,0.2082
7nx7,pdb/surface_glycoprotein/SARS-CoV-2/7nx7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nx7,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.2075,0.239
7lxz,pdb/surface_glycoprotein/SARS-CoV-2/7lxz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lxz,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.6,,,
7m8k,pdb/surface_glycoprotein/SARS-CoV-2/7m8k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m8k,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,?,,,
7b0b,pdb/surface_glycoprotein/SARS-CoV-2/7b0b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b0b,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.98,,0.209,0.2462
7cyh,pdb/surface_glycoprotein/SARS-CoV-2/7cyh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cyh,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7fdg,pdb/surface_glycoprotein/SARS-CoV-2/7fdg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7fdg,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.69,,,
7vx4,pdb/surface_glycoprotein/SARS-CoV-2/7vx4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7vx4,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7v87,pdb/surface_glycoprotein/SARS-CoV-2/7v87,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v87,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7s0e,pdb/surface_glycoprotein/SARS-CoV-2/7s0e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7s0e,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.9,,,
7v2a,pdb/surface_glycoprotein/SARS-CoV-2/7v2a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v2a,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7oaq,pdb/surface_glycoprotein/SARS-CoV-2/7oaq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oaq,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.55,,0.155,0.1783
7edg,pdb/surface_glycoprotein/SARS-CoV-2/7edg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7edg,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7n6e,pdb/surface_glycoprotein/SARS-CoV-2/7n6e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n6e,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.2,,0.2389,0.2941
7np1,pdb/surface_glycoprotein/SARS-CoV-2/7np1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7np1,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.8,,0.2321,0.281
7b14,pdb/surface_glycoprotein/SARS-CoV-2/7b14,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b14,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.79,,,
7n0g,pdb/surface_glycoprotein/SARS-CoV-2/7n0g,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n0g,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.02,,,
7r8o,pdb/surface_glycoprotein/SARS-CoV-2/7r8o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7r8o,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7n8i,pdb/surface_glycoprotein/SARS-CoV-2/7n8i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n8i,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7mkm,pdb/surface_glycoprotein/SARS-CoV-2/7mkm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mkm,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.16,,,
7n9t,pdb/surface_glycoprotein/SARS-CoV-2/7n9t,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n9t,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.18,,,
7lyn,pdb/surface_glycoprotein/SARS-CoV-2/7lyn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lyn,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.32,,,
7eb3,pdb/surface_glycoprotein/SARS-CoV-2/7eb3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eb3,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7v83,pdb/surface_glycoprotein/SARS-CoV-2/7v83,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v83,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7v86,pdb/surface_glycoprotein/SARS-CoV-2/7v86,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7v86,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7l57,pdb/surface_glycoprotein/SARS-CoV-2/7l57,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l57,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,5.87,,,
7k9h,pdb/surface_glycoprotein/SARS-CoV-2/7k9h,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7k9h,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7dhx,pdb/surface_glycoprotein/SARS-CoV-2/7dhx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dhx,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.1944,0.2349
7n9a,pdb/surface_glycoprotein/SARS-CoV-2/7n9a,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n9a,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7lq7,pdb/surface_glycoprotein/SARS-CoV-2/7lq7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lq7,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.4,,0.1974,0.2334
7my8,pdb/surface_glycoprotein/SARS-CoV-2/7my8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7my8,surface_glycoprotein,SARS-CoV-2,SOLUTION NMR,0,,,,
7e3k,pdb/surface_glycoprotein/SARS-CoV-2/7e3k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e3k,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7n5h,pdb/surface_glycoprotein/SARS-CoV-2/7n5h,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n5h,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.24,,,
7kqb,pdb/surface_glycoprotein/SARS-CoV-2/7kqb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kqb,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.42,,,
7r95,pdb/surface_glycoprotein/SARS-CoV-2/7r95,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7r95,surface_glycoprotein,SARS-CoV-2,SOLUTION NMR,0,,,,
7m6e,pdb/surface_glycoprotein/SARS-CoV-2/7m6e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m6e,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7chs,pdb/surface_glycoprotein/SARS-CoV-2/7chs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7chs,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.4,,0.1908,0.2244
7rxd,pdb/surface_glycoprotein/SARS-CoV-2/7rxd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7rxd,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7ek6,pdb/surface_glycoprotein/SARS-CoV-2/7ek6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ek6,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.24,,0.1731,0.1854
7nt9,pdb/surface_glycoprotein/SARS-CoV-2/7nt9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nt9,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.36,,,
7n64,pdb/surface_glycoprotein/SARS-CoV-2/7n64,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n64,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.2,,,
7lwj,pdb/surface_glycoprotein/SARS-CoV-2/7lwj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lwj,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.24,,,
7m0j,pdb/surface_glycoprotein/SARS-CoV-2/7m0j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m0j,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.52,,,
7eb4,pdb/surface_glycoprotein/SARS-CoV-2/7eb4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eb4,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7mjm,pdb/surface_glycoprotein/SARS-CoV-2/7mjm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mjm,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.83,,,
7rkv,pdb/surface_glycoprotein/SARS-CoV-2/7rkv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7rkv,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.45,,,
7s3n,pdb/surface_glycoprotein/SARS-CoV-2/7s3n,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7s3n,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1819,0.2205
7s0d,pdb/surface_glycoprotein/SARS-CoV-2/7s0d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7s0d,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7n1e,pdb/surface_glycoprotein/SARS-CoV-2/7n1e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1e,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.2123,0.2582
7edh,pdb/surface_glycoprotein/SARS-CoV-2/7edh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7edh,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7mm0,pdb/surface_glycoprotein/SARS-CoV-2/7mm0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mm0,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.15,,,
7e8f,pdb/surface_glycoprotein/SARS-CoV-2/7e8f,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e8f,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.18,,,
7f62,pdb/surface_glycoprotein/SARS-CoV-2/7f62,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7f62,surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7oao,pdb/surface_glycoprotein/SARS-CoV-2/7oao,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oao,surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.5,,0.1521,0.186
7rks,pdb/surface_glycoprotein/SARS-CoV/7rks,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/7rks,surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.7,,0.1946,0.2467
